gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
mens,2022-03-13,0,1.0,0.310156129386,0.083674123187,0.028091699183,0.008335695525,0.002680798863,0.000738776189,1,1,36,Colorado State,81.65,South,6,112
mens,2022-03-13,1,0.561828014723,0.219849957672,0.067070823136,0.025894101125,0.004888704374,0.001789275876,0.000661385369,0,1,87,Notre Dame,81.64,West,11b,19
mens,2022-03-13,1,0.438171985277,0.159289898446,0.045346026191,0.016510774735,0.002920723007,0.001022589419,0.000363151945,0,1,164,Rutgers,81.12,West,11a,18
mens,2022-03-13,0,1.0,0.189383208468,0.088067865958,0.018254152314,0.005731522387,0.00150116829,0.000344630666,1,1,257,Richmond,79.71,Midwest,12,74
mens,2022-03-13,0,1.0,0.335012301133,0.081031125535,0.017617750119,0.005758942857,0.001486805035,0.000336694013,1,1,2571,South Dakota State,79.68,Midwest,13,78
mens,2022-03-13,0,1.0,0.28159034066,0.10051804792,0.009427243079,0.002804776911,0.000775789909,0.000222630926,1,1,261,Vermont,80.32,West,13,14
mens,2022-03-13,0,1.0,0.18479108913,0.0496632748,0.009648179401,0.002595950731,0.000718198772,0.00017074726,1,1,236,Chattanooga,78.68,South,13,110
mens,2022-03-13,1,0.243169436514,0.074813881035,0.016997112093,0.005219293003,0.001158759279,0.000242620819,7.1672723e-05,0,1,2751,Wyoming,78.49,East,12a,42
mens,2022-03-13,0,1.0,0.13560994969,0.030260705325,0.0025995874,0.000721287412,0.000163881672,3.9318232e-05,1,1,166,New Mexico State,77.67,West,12,10
mens,2022-03-13,0,1.0,0.151334817333,0.036549026796,0.007143303814,0.001193129686,0.000216842209,3.5155735e-05,1,1,2142,Colgate,76.39,Midwest,14,86
mens,2022-03-13,0,1.0,0.073944925304,0.016367267718,0.004259766839,0.000801149415,0.000117655855,2.554102e-05,1,1,2006,Akron,76.67,East,13,46
mens,2022-03-13,0,1.0,0.045214754347,0.012013909537,0.001430404113,0.000252969574,2.879389e-05,4.973601e-06,1,1,2612,Saint Peter's,74.19,East,15,62
mens,2022-03-13,0,1.0,0.054518929402,0.008014948618,0.0012249187,0.000282771438,2.9709898e-05,4.771129e-06,1,1,43,Yale,74.44,East,14,54
mens,2022-03-13,0,1.0,0.07315106456,0.014797948413,0.002654865756,0.000223877008,3.0826872e-05,4.651744e-06,1,1,147,Montana State,74.31,West,14,22
mens,2022-03-13,0,1.0,0.053863510172,0.013302547889,0.002199561371,0.000242630927,3.5258679e-05,4.615461e-06,1,1,55,Jacksonville State,73.16,Midwest,15,94
mens,2022-03-13,1,0.686021800066,0.023401577485,0.005165947553,0.000708928385,0.000108587991,1.7360539e-05,2.415108e-06,0,1,2750,Wright State,73.5,South,16a,98
mens,2022-03-13,0,1.0,0.061591993828,0.010298500759,0.001195679991,0.000127343066,1.8310811e-05,2.296246e-06,1,1,2344,Longwood,73.41,South,14,118
mens,2022-03-13,0,1.0,0.051714278471,0.008557200359,0.001135650056,0.000120358509,1.7031245e-05,2.102516e-06,1,1,48,Delaware,73.58,South,15,126
